Date,Open,High,Low,Close,Adj Close,Volume
2023-03-13,92.30000305175781,92.30000305175781,86.5999984741211,86.69999694824219,80.37133026123047,872192
2023-03-14,89.0,90.69999694824219,86.29199981689453,88.0999984741211,81.66914367675781,782700
2023-03-15,87.19999694824219,88.0999984741211,85.69999694824219,86.5,80.1859359741211,853320
2023-03-16,90.5,90.69999694824219,83.49500274658203,85.19999694824219,78.98082733154297,913473
2023-03-17,83.80000305175781,86.1500015258789,83.03099822998047,83.4000015258789,77.31222534179688,3131834
2023-03-20,86.0,86.0,82.80000305175781,83.5,77.40492248535156,270310
2023-03-21,83.0,85.0999984741211,82.0,84.4000015258789,78.23922729492188,557384
2023-03-22,84.0999984741211,84.30000305175781,82.0999984741211,82.0999984741211,76.10710906982422,712108
2023-03-23,83.69999694824219,86.0999984741211,81.0,81.5999984741211,75.64360809326172,242919
2023-03-24,81.0999984741211,85.5,79.0999984741211,79.0999984741211,73.32610321044922,573769
2023-03-27,79.5999984741211,80.4000015258789,79.0,79.0,73.2333984375,345226
2023-03-28,80.4000015258789,80.4000015258789,77.9000015258789,78.0,72.306396484375,614736
2023-03-29,79.0,82.80000305175781,77.80000305175781,79.4000015258789,73.60420227050781,1186371
2023-03-30,83.5,83.5,79.0,79.0,73.2333984375,761145
2023-03-31,78.9000015258789,82.19999694824219,77.89199829101562,78.9000015258789,73.14070129394531,594035
2023-04-03,78.0,83.0,78.0,80.4000015258789,74.53121185302734,328843
2023-04-04,84.0,84.0,79.9000015258789,80.80000305175781,74.90200805664062,596517
2023-04-05,84.0,84.0,79.5999984741211,80.9000015258789,74.99470520019531,1587242
2023-04-06,81.0,85.80000305175781,80.9000015258789,85.5999984741211,79.35163116455078,1457017
2023-04-11,87.80000305175781,87.80000305175781,84.19999694824219,84.5999984741211,78.42462921142578,976911
2023-04-12,84.80000305175781,85.5,82.0999984741211,83.80000305175781,77.68302917480469,527722
2023-04-13,84.0,87.69999694824219,82.0,84.0999984741211,77.96112060546875,278182
2023-04-14,87.30000305175781,87.69999694824219,84.12999725341797,86.80000305175781,80.46403503417969,1279484
2023-04-17,84.0999984741211,87.9000015258789,84.0999984741211,84.5999984741211,78.42462921142578,745516
2023-04-18,84.69999694824219,85.80000305175781,83.0999984741211,83.0999984741211,77.03411865234375,321975
2023-04-19,83.9000015258789,84.0,81.80000305175781,82.0,76.01441192626953,255075
2023-04-20,82.9000015258789,83.18000030517578,81.19999694824219,82.19999694824219,76.19981384277344,202694
2023-04-21,82.19999694824219,85.9000015258789,81.19999694824219,81.5999984741211,75.64360809326172,139906
2023-04-24,84.5999984741211,85.9000015258789,80.19999694824219,81.30000305175781,75.36550903320312,390019
2023-04-25,82.9000015258789,85.9000015258789,79.5999984741211,81.5,75.55091094970703,552287
2023-04-26,81.5,83.80000305175781,80.0,80.80000305175781,74.90200805664062,624630
