stock
SSPG.L.csv
THG.L.csv
GRI.L.csv
RWS.L.csv
INCH.L.csv
PXS.L.csv
AAL.L.csv
CAL.L.csv
BOO.L.csv
TUI.L.csv
KETL.L.csv
NFX.L.csv
MARS.L.csv
RS1.L.csv
MGAM.L.csv
TENG.L.csv
BKG.L.csv
TYMN.L.csv
OCDO.L.csv
AXS.L.csv
RAT.L.csv
ACSO.L.csv
WHR.L.csv
CLDN.L.csv
VLS.L.csv
MONY.L.csv
RWI.L.csv
SFR.L.csv
HSS.L.csv
WJG.L.csv
